Time,IP Source,IP Destination,Attack Time
2017-04-26 19:21:41.282432,10.0.0.13,10.0.0.12,"(52, 4, 0)s"
2017-04-26 19:21:43.361745,10.0.0.13,10.0.0.12,"(54, 4, 0)s"
2017-04-26 19:21:45.443345,10.0.0.13,10.0.0.12,"(56, 4, 0)s"
2017-04-26 19:21:47.527470,10.0.0.13,10.0.0.12,"(58, 4, 0)s"
2017-04-26 19:21:49.602944,10.0.0.13,10.0.0.12,"(0, 5, 0)s"
2017-04-26 19:21:51.680343,10.0.0.13,10.0.0.12,"(2, 5, 0)s"
2017-04-26 19:21:53.758573,10.0.0.13,10.0.0.12,"(4, 5, 0)s"
2017-04-26 19:21:55.820787,10.0.0.13,10.0.0.12,"(7, 5, 0)s"
2017-04-26 19:21:57.899710,10.0.0.13,10.0.0.12,"(9, 5, 0)s"
2017-04-26 19:21:59.971085,10.0.0.13,10.0.0.12,"(11, 5, 0)s"
2017-04-26 19:22:02.046506,10.0.0.13,10.0.0.12,"(13, 5, 0)s"
2017-04-26 19:22:04.128574,10.0.0.13,10.0.0.12,"(15, 5, 0)s"
2017-04-26 19:22:06.206289,10.0.0.13,10.0.0.12,"(17, 5, 0)s"
2017-04-26 19:22:08.285720,10.0.0.13,10.0.0.12,"(19, 5, 0)s"
2017-04-26 19:22:10.361575,10.0.0.13,10.0.0.12,"(21, 5, 0)s"
2017-04-26 19:22:12.439572,10.0.0.13,10.0.0.12,"(23, 5, 0)s"
2017-04-26 19:22:14.508754,10.0.0.13,10.0.0.12,"(25, 5, 0)s"
2017-04-26 19:22:16.563168,10.0.0.13,10.0.0.12,"(27, 5, 0)s"
2017-04-26 19:22:18.642167,10.0.0.13,10.0.0.12,"(29, 5, 0)s"
2017-04-26 19:22:20.718882,10.0.0.13,10.0.0.12,"(31, 5, 0)s"
2017-04-26 19:22:22.803520,10.0.0.13,10.0.0.12,"(34, 5, 0)s"
2017-04-26 19:22:24.885579,10.0.0.13,10.0.0.12,"(36, 5, 0)s"
2017-04-26 19:22:26.963257,10.0.0.13,10.0.0.12,"(38, 5, 0)s"
2017-04-26 19:22:29.035794,10.0.0.13,10.0.0.12,"(40, 5, 0)s"
2017-04-26 19:22:31.108043,10.0.0.13,10.0.0.12,"(42, 5, 0)s"
2017-04-26 19:22:33.188046,10.0.0.13,10.0.0.12,"(44, 5, 0)s"
2017-04-26 19:22:35.265258,10.0.0.13,10.0.0.12,"(46, 5, 0)s"
2017-04-26 19:22:37.342244,10.0.0.13,10.0.0.12,"(48, 5, 0)s"
2017-04-26 19:22:39.418283,10.0.0.13,10.0.0.12,"(50, 5, 0)s"
2017-04-26 19:22:41.496429,10.0.0.13,10.0.0.12,"(52, 5, 0)s"
2017-04-26 19:22:43.575440,10.0.0.13,10.0.0.12,"(54, 5, 0)s"
2017-04-26 19:22:45.645961,10.0.0.13,10.0.0.12,"(56, 5, 0)s"
2017-04-26 19:22:47.724376,10.0.0.13,10.0.0.12,"(58, 5, 0)s"
2017-04-26 19:22:49.800556,10.0.0.13,10.0.0.12,"(1, 6, 0)s"
2017-04-26 19:22:51.890454,10.0.0.13,10.0.0.12,"(3, 6, 0)s"
2017-04-26 19:22:53.969876,10.0.0.13,10.0.0.12,"(5, 6, 0)s"
2017-04-26 19:22:56.046165,10.0.0.13,10.0.0.12,"(7, 6, 0)s"
2017-04-26 19:22:58.129971,10.0.0.13,10.0.0.12,"(9, 6, 0)s"
2017-04-26 19:23:00.208269,10.0.0.13,10.0.0.12,"(11, 6, 0)s"
2017-04-26 19:23:02.286211,10.0.0.13,10.0.0.12,"(13, 6, 0)s"
2017-04-26 19:23:04.358979,10.0.0.13,10.0.0.12,"(15, 6, 0)s"
2017-04-26 19:23:06.431984,10.0.0.13,10.0.0.12,"(17, 6, 0)s"
2017-04-26 19:23:08.506628,10.0.0.13,10.0.0.12,"(19, 6, 0)s"
2017-04-26 19:23:10.582883,10.0.0.13,10.0.0.12,"(21, 6, 0)s"
2017-04-26 19:23:12.666615,10.0.0.13,10.0.0.12,"(23, 6, 0)s"
2017-04-26 19:23:14.742974,10.0.0.13,10.0.0.12,"(25, 6, 0)s"
2017-04-26 19:23:16.820899,10.0.0.13,10.0.0.12,"(28, 6, 0)s"
2017-04-26 19:23:18.900777,10.0.0.13,10.0.0.12,"(30, 6, 0)s"
2017-04-26 19:23:20.976964,10.0.0.13,10.0.0.12,"(32, 6, 0)s"
2017-04-26 19:23:23.050738,10.0.0.13,10.0.0.12,"(34, 6, 0)s"
2017-04-26 19:23:25.125437,10.0.0.13,10.0.0.12,"(36, 6, 0)s"
2017-04-26 19:23:27.202173,10.0.0.13,10.0.0.12,"(38, 6, 0)s"
2017-04-26 19:23:29.277559,10.0.0.13,10.0.0.12,"(40, 6, 0)s"
2017-04-26 19:23:31.357692,10.0.0.13,10.0.0.12,"(42, 6, 0)s"
2017-04-26 19:23:33.438774,10.0.0.13,10.0.0.12,"(44, 6, 0)s"
2017-04-26 19:23:35.518945,10.0.0.13,10.0.0.12,"(46, 6, 0)s"
2017-04-26 19:23:37.593550,10.0.0.13,10.0.0.12,"(48, 6, 0)s"
2017-04-26 19:23:39.665619,10.0.0.13,10.0.0.12,"(50, 6, 0)s"
2017-04-26 19:23:41.738756,10.0.0.13,10.0.0.12,"(52, 6, 0)s"
2017-04-26 19:23:43.814390,10.0.0.13,10.0.0.12,"(55, 6, 0)s"
2017-04-26 19:23:45.892934,10.0.0.13,10.0.0.12,"(57, 6, 0)s"
2017-04-26 19:23:47.967780,10.0.0.13,10.0.0.12,"(59, 6, 0)s"
2017-04-26 19:23:50.044927,10.0.0.13,10.0.0.12,"(1, 7, 0)s"
2017-04-26 19:23:52.126816,10.0.0.13,10.0.0.12,"(3, 7, 0)s"
2017-04-26 19:23:54.181057,10.0.0.13,10.0.0.12,"(5, 7, 0)s"
2017-04-26 19:23:56.259996,10.0.0.13,10.0.0.12,"(7, 7, 0)s"
2017-04-26 19:23:58.338827,10.0.0.13,10.0.0.12,"(9, 7, 0)s"
2017-04-26 19:24:00.417326,10.0.0.13,10.0.0.12,"(11, 7, 0)s"
2017-04-26 19:24:02.493825,10.0.0.13,10.0.0.12,"(13, 7, 0)s"
2017-04-26 19:24:04.564943,10.0.0.13,10.0.0.12,"(15, 7, 0)s"
2017-04-26 19:24:06.643196,10.0.0.13,10.0.0.12,"(17, 7, 0)s"
2017-04-26 19:24:08.719892,10.0.0.13,10.0.0.12,"(19, 7, 0)s"
2017-04-26 19:24:10.797113,10.0.0.13,10.0.0.12,"(21, 7, 0)s"
2017-04-26 19:24:12.879248,10.0.0.13,10.0.0.12,"(24, 7, 0)s"
2017-04-26 19:24:14.955830,10.0.0.13,10.0.0.12,"(26, 7, 0)s"
2017-04-26 19:24:17.029557,10.0.0.13,10.0.0.12,"(28, 7, 0)s"
2017-04-26 19:24:19.108227,10.0.0.13,10.0.0.12,"(30, 7, 0)s"
2017-04-26 19:24:21.182901,10.0.0.13,10.0.0.12,"(32, 7, 0)s"
2017-04-26 19:24:23.261449,10.0.0.13,10.0.0.12,"(34, 7, 0)s"
2017-04-26 19:24:25.339277,10.0.0.13,10.0.0.12,"(36, 7, 0)s"
2017-04-26 19:24:27.419730,10.0.0.13,10.0.0.12,"(38, 7, 0)s"
2017-04-26 19:24:29.499223,10.0.0.13,10.0.0.12,"(40, 7, 0)s"
2017-04-26 19:24:31.572321,10.0.0.13,10.0.0.12,"(42, 7, 0)s"
2017-04-26 19:24:33.654348,10.0.0.13,10.0.0.12,"(44, 7, 0)s"
2017-04-26 19:24:35.737749,10.0.0.13,10.0.0.12,"(46, 7, 0)s"
2017-04-26 19:24:37.818422,10.0.0.13,10.0.0.12,"(49, 7, 0)s"
2017-04-26 19:24:39.893026,10.0.0.13,10.0.0.12,"(51, 7, 0)s"
2017-04-26 19:24:41.973238,10.0.0.13,10.0.0.12,"(53, 7, 0)s"
2017-04-26 19:24:44.049486,10.0.0.13,10.0.0.12,"(55, 7, 0)s"
2017-04-26 19:24:46.123956,10.0.0.13,10.0.0.12,"(57, 7, 0)s"
2017-04-26 19:24:48.202606,10.0.0.13,10.0.0.12,"(59, 7, 0)s"
2017-04-26 19:24:50.284227,10.0.0.13,10.0.0.12,"(1, 8, 0)s"
2017-04-26 19:24:52.362830,10.0.0.13,10.0.0.12,"(3, 8, 0)s"
2017-04-26 19:24:54.444119,10.0.0.13,10.0.0.12,"(5, 8, 0)s"
2017-04-26 19:24:56.517216,10.0.0.13,10.0.0.12,"(7, 8, 0)s"
2017-04-26 19:24:58.580134,10.0.0.13,10.0.0.12,"(9, 8, 0)s"
2017-04-26 19:25:00.661790,10.0.0.13,10.0.0.12,"(11, 8, 0)s"
2017-04-26 19:25:02.745087,10.0.0.13,10.0.0.12,"(13, 8, 0)s"
2017-04-26 19:25:04.826243,10.0.0.13,10.0.0.12,"(16, 8, 0)s"
2017-04-26 19:25:06.905559,10.0.0.13,10.0.0.12,"(18, 8, 0)s"
2017-04-26 19:25:08.982394,10.0.0.13,10.0.0.12,"(20, 8, 0)s"
2017-04-26 19:25:11.065499,10.0.0.13,10.0.0.12,"(22, 8, 0)s"
2017-04-26 19:25:13.142756,10.0.0.13,10.0.0.12,"(24, 8, 0)s"
2017-04-26 19:25:15.216783,10.0.0.13,10.0.0.12,"(26, 8, 0)s"
2017-04-26 19:25:17.296687,10.0.0.13,10.0.0.12,"(28, 8, 0)s"
2017-04-26 19:25:19.373030,10.0.0.13,10.0.0.12,"(30, 8, 0)s"
2017-04-26 19:25:21.452554,10.0.0.13,10.0.0.12,"(32, 8, 0)s"
2017-04-26 19:25:23.535066,10.0.0.13,10.0.0.12,"(34, 8, 0)s"
2017-04-26 19:25:25.622407,10.0.0.13,10.0.0.12,"(36, 8, 0)s"
2017-04-26 19:25:27.705360,10.0.0.13,10.0.0.12,"(38, 8, 0)s"
2017-04-26 19:25:29.783115,10.0.0.13,10.0.0.12,"(40, 8, 0)s"
2017-04-26 19:25:31.871724,10.0.0.13,10.0.0.12,"(43, 8, 0)s"
2017-04-26 19:25:33.950012,10.0.0.13,10.0.0.12,"(45, 8, 0)s"
2017-04-26 19:25:36.025747,10.0.0.13,10.0.0.12,"(47, 8, 0)s"
2017-04-26 19:25:38.095723,10.0.0.13,10.0.0.12,"(49, 8, 0)s"
2017-04-26 19:25:40.173150,10.0.0.13,10.0.0.12,"(51, 8, 0)s"
2017-04-26 19:25:42.245390,10.0.0.13,10.0.0.12,"(53, 8, 0)s"
2017-04-26 19:25:44.322448,10.0.0.13,10.0.0.12,"(55, 8, 0)s"
2017-04-26 19:25:46.406156,10.0.0.13,10.0.0.12,"(57, 8, 0)s"
2017-04-26 19:25:48.486141,10.0.0.13,10.0.0.12,"(59, 8, 0)s"
2017-04-26 19:25:50.567417,10.0.0.13,10.0.0.12,"(1, 9, 0)s"
2017-04-26 19:25:52.620857,10.0.0.13,10.0.0.12,"(3, 9, 0)s"
2017-04-26 19:25:54.695373,10.0.0.13,10.0.0.12,"(5, 9, 0)s"
2017-04-26 19:25:56.770179,10.0.0.13,10.0.0.12,"(7, 9, 0)s"
2017-04-26 19:25:58.848214,10.0.0.13,10.0.0.12,"(10, 9, 0)s"
2017-04-26 19:26:00.922009,10.0.0.13,10.0.0.12,"(12, 9, 0)s"
2017-04-26 19:26:03.005615,10.0.0.13,10.0.0.12,"(14, 9, 0)s"
2017-04-26 19:26:05.096126,10.0.0.13,10.0.0.12,"(16, 9, 0)s"
2017-04-26 19:26:07.169703,10.0.0.13,10.0.0.12,"(18, 9, 0)s"
2017-04-26 19:26:09.244736,10.0.0.13,10.0.0.12,"(20, 9, 0)s"
2017-04-26 19:26:11.316873,10.0.0.13,10.0.0.12,"(22, 9, 0)s"
2017-04-26 19:26:13.391339,10.0.0.13,10.0.0.12,"(24, 9, 0)s"
2017-04-26 19:26:15.471169,10.0.0.13,10.0.0.12,"(26, 9, 0)s"
2017-04-26 19:26:17.550758,10.0.0.13,10.0.0.12,"(28, 9, 0)s"
2017-04-26 19:26:19.623335,10.0.0.13,10.0.0.12,"(30, 9, 0)s"
2017-04-26 19:26:21.701357,10.0.0.13,10.0.0.12,"(32, 9, 0)s"
2017-04-26 19:26:23.783798,10.0.0.13,10.0.0.12,"(34, 9, 0)s"
2017-04-26 19:26:25.868244,10.0.0.13,10.0.0.12,"(37, 9, 0)s"
2017-04-26 19:26:27.946234,10.0.0.13,10.0.0.12,"(39, 9, 0)s"
2017-04-26 19:26:30.019743,10.0.0.13,10.0.0.12,"(41, 9, 0)s"
2017-04-26 19:26:32.092514,10.0.0.13,10.0.0.12,"(43, 9, 0)s"
2017-04-26 19:26:34.165837,10.0.0.13,10.0.0.12,"(45, 9, 0)s"
2017-04-26 19:26:36.247200,10.0.0.13,10.0.0.12,"(47, 9, 0)s"
2017-04-26 19:26:38.329253,10.0.0.13,10.0.0.12,"(49, 9, 0)s"
2017-04-26 19:26:40.415494,10.0.0.13,10.0.0.12,"(51, 9, 0)s"
2017-04-26 19:26:42.489924,10.0.0.13,10.0.0.12,"(53, 9, 0)s"
2017-04-26 19:26:44.568486,10.0.0.13,10.0.0.12,"(55, 9, 0)s"
2017-04-26 19:26:46.643435,10.0.0.13,10.0.0.12,"(57, 9, 0)s"
2017-04-26 19:26:48.721080,10.0.0.13,10.0.0.12,"(59, 9, 0)s"
2017-04-26 19:26:50.797343,10.0.0.13,10.0.0.12,"(1, 10, 0)s"
2017-04-26 19:26:52.877589,10.0.0.13,10.0.0.12,"(4, 10, 0)s"
2017-04-26 19:26:54.955574,10.0.0.13,10.0.0.12,"(6, 10, 0)s"
2017-04-26 19:26:57.029969,10.0.0.13,10.0.0.12,"(8, 10, 0)s"
2017-04-26 19:26:59.103784,10.0.0.13,10.0.0.12,"(10, 10, 0)s"
2017-04-26 19:27:01.183265,10.0.0.13,10.0.0.12,"(12, 10, 0)s"
2017-04-26 19:27:03.262359,10.0.0.13,10.0.0.12,"(14, 10, 0)s"
2017-04-26 19:27:05.335757,10.0.0.13,10.0.0.12,"(16, 10, 0)s"
2017-04-26 19:27:07.413610,10.0.0.13,10.0.0.12,"(18, 10, 0)s"
2017-04-26 19:27:09.486185,10.0.0.13,10.0.0.12,"(20, 10, 0)s"
2017-04-26 19:27:11.560054,10.0.0.13,10.0.0.12,"(22, 10, 0)s"
2017-04-26 19:27:13.637807,10.0.0.13,10.0.0.12,"(24, 10, 0)s"
2017-04-26 19:27:15.729080,10.0.0.13,10.0.0.12,"(26, 10, 0)s"
2017-04-26 19:27:17.809813,10.0.0.13,10.0.0.12,"(29, 10, 0)s"
2017-04-26 19:27:19.894025,10.0.0.13,10.0.0.12,"(31, 10, 0)s"
2017-04-26 19:27:21.973529,10.0.0.13,10.0.0.12,"(33, 10, 0)s"
2017-04-26 19:27:24.055087,10.0.0.13,10.0.0.12,"(35, 10, 0)s"
2017-04-26 19:27:26.134374,10.0.0.13,10.0.0.12,"(37, 10, 0)s"
2017-04-26 19:27:28.216125,10.0.0.13,10.0.0.12,"(39, 10, 0)s"
2017-04-26 19:27:30.289571,10.0.0.13,10.0.0.12,"(41, 10, 0)s"
2017-04-26 19:27:32.367795,10.0.0.13,10.0.0.12,"(43, 10, 0)s"
2017-04-26 19:27:34.451055,10.0.0.13,10.0.0.12,"(45, 10, 0)s"
2017-04-26 19:27:36.535502,10.0.0.13,10.0.0.12,"(47, 10, 0)s"
2017-04-26 19:27:38.616112,10.0.0.13,10.0.0.12,"(49, 10, 0)s"
2017-04-26 19:27:40.690711,10.0.0.13,10.0.0.12,"(51, 10, 0)s"
2017-04-26 19:27:42.771308,10.0.0.13,10.0.0.12,"(53, 10, 0)s"
2017-04-26 19:27:44.850090,10.0.0.13,10.0.0.12,"(56, 10, 0)s"
2017-04-26 19:27:46.930736,10.0.0.13,10.0.0.12,"(58, 10, 0)s"
2017-04-26 19:27:49.003335,10.0.0.13,10.0.0.12,"(0, 11, 0)s"
2017-04-26 19:27:51.082846,10.0.0.13,10.0.0.12,"(2, 11, 0)s"
2017-04-26 19:27:53.155865,10.0.0.13,10.0.0.12,"(4, 11, 0)s"
2017-04-26 19:27:55.233512,10.0.0.13,10.0.0.12,"(6, 11, 0)s"
2017-04-26 19:27:57.320056,10.0.0.13,10.0.0.12,"(8, 11, 0)s"
2017-04-26 19:27:59.397497,10.0.0.13,10.0.0.12,"(10, 11, 0)s"
2017-04-26 19:28:01.474914,10.0.0.13,10.0.0.12,"(12, 11, 0)s"
2017-04-26 19:28:03.555058,10.0.0.13,10.0.0.12,"(14, 11, 0)s"
2017-04-26 19:28:05.634804,10.0.0.13,10.0.0.12,"(16, 11, 0)s"
2017-04-26 19:28:07.713585,10.0.0.13,10.0.0.12,"(18, 11, 0)s"
2017-04-26 19:28:09.787449,10.0.0.13,10.0.0.12,"(20, 11, 0)s"
2017-04-26 19:28:11.867138,10.0.0.13,10.0.0.12,"(23, 11, 0)s"
2017-04-26 19:28:13.940953,10.0.0.13,10.0.0.12,"(25, 11, 0)s"
2017-04-26 19:28:16.017821,10.0.0.13,10.0.0.12,"(27, 11, 0)s"
2017-04-26 19:28:18.102143,10.0.0.13,10.0.0.12,"(29, 11, 0)s"
2017-04-26 19:28:20.178242,10.0.0.13,10.0.0.12,"(31, 11, 0)s"
2017-04-26 19:28:22.277437,10.0.0.13,10.0.0.12,"(33, 11, 0)s"
2017-04-26 19:28:24.351632,10.0.0.13,10.0.0.12,"(35, 11, 0)s"
2017-04-26 19:28:26.431605,10.0.0.13,10.0.0.12,"(37, 11, 0)s"
2017-04-26 19:28:28.516948,10.0.0.13,10.0.0.12,"(39, 11, 0)s"
2017-04-26 19:28:30.599945,10.0.0.13,10.0.0.12,"(41, 11, 0)s"
2017-04-26 19:28:32.683978,10.0.0.13,10.0.0.12,"(43, 11, 0)s"
2017-04-26 19:28:34.765793,10.0.0.13,10.0.0.12,"(45, 11, 0)s"
2017-04-26 19:28:36.851378,10.0.0.13,10.0.0.12,"(48, 11, 0)s"
2017-04-26 19:28:38.931353,10.0.0.13,10.0.0.12,"(50, 11, 0)s"
2017-04-26 19:28:41.008915,10.0.0.13,10.0.0.12,"(52, 11, 0)s"
2017-04-26 19:28:43.082444,10.0.0.13,10.0.0.12,"(54, 11, 0)s"
2017-04-26 19:28:45.155881,10.0.0.13,10.0.0.12,"(56, 11, 0)s"
2017-04-26 19:28:47.240329,10.0.0.13,10.0.0.12,"(58, 11, 0)s"
2017-04-26 19:28:49.318951,10.0.0.13,10.0.0.12,"(0, 12, 0)s"
2017-04-26 19:28:51.401851,10.0.0.13,10.0.0.12,"(2, 12, 0)s"
2017-04-26 19:28:53.483632,10.0.0.13,10.0.0.12,"(4, 12, 0)s"
2017-04-26 19:28:55.566331,10.0.0.13,10.0.0.12,"(6, 12, 0)s"
2017-04-26 19:28:57.646035,10.0.0.13,10.0.0.12,"(8, 12, 0)s"
2017-04-26 19:28:59.720294,10.0.0.13,10.0.0.12,"(10, 12, 0)s"
2017-04-26 19:29:01.794609,10.0.0.13,10.0.0.12,"(12, 12, 0)s"
2017-04-26 19:29:03.869259,10.0.0.13,10.0.0.12,"(15, 12, 0)s"
2017-04-26 19:29:05.947454,10.0.0.13,10.0.0.12,"(17, 12, 0)s"
2017-04-26 19:29:08.027222,10.0.0.13,10.0.0.12,"(19, 12, 0)s"
2017-04-26 19:29:10.106696,10.0.0.13,10.0.0.12,"(21, 12, 0)s"
2017-04-26 19:29:12.187914,10.0.0.13,10.0.0.12,"(23, 12, 0)s"
2017-04-26 19:29:14.268984,10.0.0.13,10.0.0.12,"(25, 12, 0)s"
2017-04-26 19:29:16.349259,10.0.0.13,10.0.0.12,"(27, 12, 0)s"
2017-04-26 19:29:18.428971,10.0.0.13,10.0.0.12,"(29, 12, 0)s"
2017-04-26 19:29:20.501736,10.0.0.13,10.0.0.12,"(31, 12, 0)s"
2017-04-26 19:29:22.575713,10.0.0.13,10.0.0.12,"(33, 12, 0)s"
2017-04-26 19:29:24.653525,10.0.0.13,10.0.0.12,"(35, 12, 0)s"
2017-04-26 19:29:26.731585,10.0.0.13,10.0.0.12,"(37, 12, 0)s"
2017-04-26 19:29:28.808298,10.0.0.13,10.0.0.12,"(40, 12, 0)s"
2017-04-26 19:29:30.883293,10.0.0.13,10.0.0.12,"(42, 12, 0)s"
2017-04-26 19:29:32.963713,10.0.0.13,10.0.0.12,"(44, 12, 0)s"
2017-04-26 19:29:35.045059,10.0.0.13,10.0.0.12,"(46, 12, 0)s"
2017-04-26 19:29:37.124326,10.0.0.13,10.0.0.12,"(48, 12, 0)s"
2017-04-26 19:29:39.199246,10.0.0.13,10.0.0.12,"(50, 12, 0)s"
2017-04-26 19:29:41.274088,10.0.0.13,10.0.0.12,"(52, 12, 0)s"
2017-04-26 19:29:43.350239,10.0.0.13,10.0.0.12,"(54, 12, 0)s"
2017-04-26 19:29:45.422459,10.0.0.13,10.0.0.12,"(56, 12, 0)s"
2017-04-26 19:29:47.506707,10.0.0.13,10.0.0.12,"(58, 12, 0)s"
2017-04-26 19:29:49.592309,10.0.0.13,10.0.0.12,"(0, 13, 0)s"
2017-04-26 19:29:51.672566,10.0.0.13,10.0.0.12,"(2, 13, 0)s"
2017-04-26 19:29:53.753287,10.0.0.13,10.0.0.12,"(4, 13, 0)s"
2017-04-26 19:29:55.835954,10.0.0.13,10.0.0.12,"(7, 13, 0)s"
2017-04-26 19:29:57.918573,10.0.0.13,10.0.0.12,"(9, 13, 0)s"
2017-04-26 19:30:00.000680,10.0.0.13,10.0.0.12,"(11, 13, 0)s"
2017-04-26 19:30:02.077549,10.0.0.13,10.0.0.12,"(13, 13, 0)s"
2017-04-26 19:30:04.157387,10.0.0.13,10.0.0.12,"(15, 13, 0)s"
2017-04-26 19:30:06.231228,10.0.0.13,10.0.0.12,"(17, 13, 0)s"
2017-04-26 19:30:08.315810,10.0.0.13,10.0.0.12,"(19, 13, 0)s"
2017-04-26 19:30:10.402216,10.0.0.13,10.0.0.12,"(21, 13, 0)s"
2017-04-26 19:30:12.477099,10.0.0.13,10.0.0.12,"(23, 13, 0)s"
2017-04-26 19:30:14.552551,10.0.0.13,10.0.0.12,"(25, 13, 0)s"
2017-04-26 19:30:16.632837,10.0.0.13,10.0.0.12,"(27, 13, 0)s"
2017-04-26 19:30:18.714602,10.0.0.13,10.0.0.12,"(29, 13, 0)s"
2017-04-26 19:30:20.773565,10.0.0.13,10.0.0.12,"(31, 13, 0)s"
2017-04-26 19:30:22.851149,10.0.0.13,10.0.0.12,"(34, 13, 0)s"
2017-04-26 19:30:24.924031,10.0.0.13,10.0.0.12,"(36, 13, 0)s"
2017-04-26 19:30:26.997583,10.0.0.13,10.0.0.12,"(38, 13, 0)s"
2017-04-26 19:30:29.074905,10.0.0.13,10.0.0.12,"(40, 13, 0)s"
2017-04-26 19:30:31.155346,10.0.0.13,10.0.0.12,"(42, 13, 0)s"
2017-04-26 19:30:33.237321,10.0.0.13,10.0.0.12,"(44, 13, 0)s"
2017-04-26 19:30:35.317050,10.0.0.13,10.0.0.12,"(46, 13, 0)s"
2017-04-26 19:30:37.397159,10.0.0.13,10.0.0.12,"(48, 13, 0)s"
2017-04-26 19:30:39.473481,10.0.0.13,10.0.0.12,"(50, 13, 0)s"
2017-04-26 19:30:41.554333,10.0.0.13,10.0.0.12,"(52, 13, 0)s"
2017-04-26 19:30:43.635429,10.0.0.13,10.0.0.12,"(54, 13, 0)s"
2017-04-26 19:30:45.710996,10.0.0.13,10.0.0.12,"(56, 13, 0)s"
2017-04-26 19:30:47.786866,10.0.0.13,10.0.0.12,"(58, 13, 0)s"
2017-04-26 19:30:49.872141,10.0.0.13,10.0.0.12,"(1, 14, 0)s"
2017-04-26 19:30:51.953171,10.0.0.13,10.0.0.12,"(3, 14, 0)s"
2017-04-26 19:30:54.027108,10.0.0.13,10.0.0.12,"(5, 14, 0)s"
2017-04-26 19:30:56.103314,10.0.0.13,10.0.0.12,"(7, 14, 0)s"
2017-04-26 19:30:58.192387,10.0.0.13,10.0.0.12,"(9, 14, 0)s"
2017-04-26 19:31:00.271278,10.0.0.13,10.0.0.12,"(11, 14, 0)s"
2017-04-26 19:31:02.357776,10.0.0.13,10.0.0.12,"(13, 14, 0)s"
2017-04-26 19:31:04.434075,10.0.0.13,10.0.0.12,"(15, 14, 0)s"
2017-04-26 19:31:06.510469,10.0.0.13,10.0.0.12,"(17, 14, 0)s"
2017-04-26 19:31:08.585949,10.0.0.13,10.0.0.12,"(19, 14, 0)s"
2017-04-26 19:31:10.668210,10.0.0.13,10.0.0.12,"(21, 14, 0)s"
2017-04-26 19:31:12.741734,10.0.0.13,10.0.0.12,"(23, 14, 0)s"
2017-04-26 19:31:14.817725,10.0.0.13,10.0.0.12,"(26, 14, 0)s"
2017-04-26 19:31:16.896952,10.0.0.13,10.0.0.12,"(28, 14, 0)s"
2017-04-26 19:31:18.983031,10.0.0.13,10.0.0.12,"(30, 14, 0)s"
2017-04-26 19:31:21.069109,10.0.0.13,10.0.0.12,"(32, 14, 0)s"
2017-04-26 19:31:23.153744,10.0.0.13,10.0.0.12,"(34, 14, 0)s"
2017-04-26 19:31:25.232900,10.0.0.13,10.0.0.12,"(36, 14, 0)s"
2017-04-26 19:31:27.313510,10.0.0.13,10.0.0.12,"(38, 14, 0)s"
2017-04-26 19:31:29.390307,10.0.0.13,10.0.0.12,"(40, 14, 0)s"
2017-04-26 19:31:31.465881,10.0.0.13,10.0.0.12,"(42, 14, 0)s"
2017-04-26 19:31:33.541143,10.0.0.13,10.0.0.12,"(44, 14, 0)s"
2017-04-26 19:31:35.616558,10.0.0.13,10.0.0.12,"(46, 14, 0)s"
2017-04-26 19:31:37.692321,10.0.0.13,10.0.0.12,"(48, 14, 0)s"
2017-04-26 19:31:39.780035,10.0.0.13,10.0.0.12,"(50, 14, 0)s"
2017-04-26 19:31:41.877370,10.0.0.13,10.0.0.12,"(53, 14, 0)s"
2017-04-26 19:31:43.958570,10.0.0.13,10.0.0.12,"(55, 14, 0)s"
2017-04-26 19:31:46.040107,10.0.0.13,10.0.0.12,"(57, 14, 0)s"
2017-04-26 19:31:48.120623,10.0.0.13,10.0.0.12,"(59, 14, 0)s"
2017-04-26 19:31:50.201820,10.0.0.13,10.0.0.12,"(1, 15, 0)s"
2017-04-26 19:31:52.277650,10.0.0.13,10.0.0.12,"(3, 15, 0)s"
2017-04-26 19:31:54.353273,10.0.0.13,10.0.0.12,"(5, 15, 0)s"
2017-04-26 19:31:56.428223,10.0.0.13,10.0.0.12,"(7, 15, 0)s"
2017-04-26 19:31:58.501941,10.0.0.13,10.0.0.12,"(9, 15, 0)s"
2017-04-26 19:32:00.583078,10.0.0.13,10.0.0.12,"(11, 15, 0)s"
2017-04-26 19:32:02.661221,10.0.0.13,10.0.0.12,"(13, 15, 0)s"
2017-04-26 19:32:04.741537,10.0.0.13,10.0.0.12,"(15, 15, 0)s"
2017-04-26 19:32:06.822982,10.0.0.13,10.0.0.12,"(18, 15, 0)s"
2017-04-26 19:32:08.911423,10.0.0.13,10.0.0.12,"(20, 15, 0)s"
2017-04-26 19:32:10.999741,10.0.0.13,10.0.0.12,"(22, 15, 0)s"
2017-04-26 19:32:13.080511,10.0.0.13,10.0.0.12,"(24, 15, 0)s"
2017-04-26 19:32:15.160580,10.0.0.13,10.0.0.12,"(26, 15, 0)s"
2017-04-26 19:32:17.240074,10.0.0.13,10.0.0.12,"(28, 15, 0)s"
2017-04-26 19:32:19.322544,10.0.0.13,10.0.0.12,"(30, 15, 0)s"
2017-04-26 19:32:21.405389,10.0.0.13,10.0.0.12,"(32, 15, 0)s"
2017-04-26 19:32:23.486687,10.0.0.13,10.0.0.12,"(34, 15, 0)s"
